PLAYER_ID,PLAYER_NAME_LAST_FIRST,SORT_ORDER,GP,G,CLOSE_DEF_DIST_RANGE,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT,xPT
2544,"James, LeBron",1,70,60,0-2 Feet - Very Tight,0.105,69,129,0.535,0.535,0.105,69,129,0.535,0.0,0,0,,138.03
2544,"James, LeBron",2,70,68,2-4 Feet - Tight,0.403,297,497,0.598,0.615,0.367,280,453,0.618,0.036,17,44,0.386,610.86
2544,"James, LeBron",3,70,70,4-6 Feet - Open,0.358,210,442,0.475,0.564,0.191,131,236,0.555,0.167,79,206,0.383,498.654
2544,"James, LeBron",4,70,59,6+ Feet - Wide Open,0.135,88,166,0.53,0.672,0.049,41,61,0.672,0.085,47,105,0.448,223.104
